Sing新加坡,#genre#
CCTV8,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226715/1.m3u8
CCTV9,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226651/1.m3u8
CCTV10,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226708/1.m3u8
CCTV11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8
CCTV12,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226723/1.m3u8
CCTV13,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226717/1.m3u8
CCTV14,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226645/1.m3u8
CCTV15,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226648/1.m3u8
CCTV16,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV17,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226660/1.m3u8
CCTV-18,https://vd3.bdstatic.com/mda-pe09yr9r30wbxc6f/720p/h264/1682924667761123043/mda-pe09yr9r30wbxc6f.mp4
中国教育1,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226712/1.m3u8
中国教育2,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226718/1.m3u8
中国教育3,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226722/1.m3u8
中国教育4,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226724/1.m3u8
CGTN,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226666/1.m3u8
纪实人文,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226705/1.m3u8
北京纪实,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226730/1.m3u8
金鹰纪实,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
湖南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226698/1.m3u8
江苏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226692/1.m3u8
浙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226690/1.m3u8
上海卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226734/1.m3u8
安徽卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226655/1.m3u8
北京科教,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226656/1.m3u8
四川卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226659/1.m3u8
兵团卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226661/1.m3u8
甘肃卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226662/1.m3u8
河北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226665/1.m3u8
东南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226670/1.m3u8
吉林卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226671/1.m3u8
贵州卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226672/1.m3u8
金鹰卡通,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226674/1.m3u8
北京少儿,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226677/1.m3u8
海南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226679/1.m3u8
重庆卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226680/1.m3u8
广西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226681/1.m3u8
江西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226682/1.m3u8
内蒙古卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226685/1.m3u8
天津卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226686/1.m3u8
河南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226687/1.m3u8
深圳卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226688/1.m3u8
辽宁卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226689/1.m3u8
宁夏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226691/1.m3u8
山东卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226693/1.m3u8
厦门卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226695/1.m3u8
青海卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226696/1.m3u8
新疆卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226700/1.m3u8
山东教育,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226701/1.m3u8
哈哈炫动,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226703/1.m3u8
山西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226704/1.m3u8
陕西卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226707/1.m3u8
云南卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226709/1.m3u8
西藏卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226710/1.m3u8
湖北卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226713/1.m3u8
黑龙江卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226716/1.m3u8
北京卫视,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226719/1.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
功夫片,http://8.210.232.168/php/huya.php?id=11352941
经典港片,http://8.210.232.168/php/huya.php?id=11352965
杰森史塔森,http://8.210.232.168/php/huya.php?id=21059588
枪战大片,http://8.210.232.168/php/huya.php?id=21059579
成龙电影,http://8.210.232.168/php/huya.php?id=11342386
王晶电影,http://8.210.232.168/php/huya.php?id=11602058
武侠片场,http://8.210.232.168/php/huya.php?id=11342427
玄幻系列,http://8.210.232.168/php/huya.php?id=11342414
周润发电影,http://8.210.232.168/php/huya.php?id=11342387
搞笑系列,http://8.210.232.168/php/huya.php?id=11342423
战争片,http://8.210.232.168/php/huya.php?id=21059574
李连杰电影,http://8.210.232.168/php/huya.php?id=11342390
周星驰电影,http://8.210.232.168/php/huya.php?id=11342412
黑帮系列,http://8.210.232.168/php/huya.php?id=11336719
喜剧系列,http://8.210.232.168/php/huya.php?id=11352877
林正英电影,http://8.210.232.168/php/huya.php?id=11342421
动作大片,http://8.210.232.168/php/huya.php?id=11602077
洪金宝,http://8.210.232.168/php/huya.php?id=11279251
谍战大片,http://8.210.232.168/php/huya.php?id=21059585
CCTV-1高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv1
CCTV-2高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv2
CCTV-3高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv3
CCTV-4高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv4
CCTV-5高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv5
CCTV-7高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv7
CCTV-8高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv8
CCTV-9高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv9
CCTV-10高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv10
CCTV-11高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv11
CCTV-12高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv12
CCTV-13高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv13
CCTV-14高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv14
CCTV-15高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv15
CCTV-16高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv16
CCTV-17高清(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv17
CCTV(b)-1,http://123.182.146.64:50003/hls/1/index.m3u8
CCTV(b)-2,http://123.182.146.64:50003/hls/2/index.m3u8
CCTV(b)-4,http://123.182.146.64:50003/hls/4/index.m3u8
CCTV(b)-3,http://123.182.146.64:50003/hls/3/index.m3u8
CCTV(b)-5,http://123.182.146.64:50003/hls/5/index.m3u8
CCTV(b)-8,http://123.182.146.64:50003/hls/8/index.m3u8
CCTV(b)-9,http://123.182.146.64:50003/hls/9/index.m3u8
CCTV(b)-10,http://123.182.146.64:50003/hls/10/index.m3u8
CCTV(b)-7,http://123.182.146.64:50003/hls/7/index.m3u8
CCTV(b)-11,http://123.182.146.64:50003/hls/11/index.m3u8
CCTV(b)-12,http://123.182.146.64:50003/hls/12/index.m3u8
CCTV(b)-13,http://123.182.146.64:50003/hls/13/index.m3u8
CCTV(b)-14,http://123.182.146.64:50003/hls/14/index.m3u8
CCTV(b)-15,http://123.182.146.64:50003/hls/15/index.m3u8
北京卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=bjws
北京新闻(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1276
北京财经(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1090
北京文艺(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1045
北京科教(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1182
北京影视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1417
CCTV5+(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=cctv5p
北京生活(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1229
湖南卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=hunanws
浙江卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=zjws
江苏卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=jsws
河北卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=hebeiws
东方卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=dfws
广东卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=gdws
天津卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=tjws
淘电影(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1644
东南卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=dnws
卡酷少儿(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1558
陕西卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=shxws
山东卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=sdws
黑龙江卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=hljws
安徽卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=ahws
辽宁卫视(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=lnws
家庭影院(c),http://81.69.20.196/mqlive.m3u8?ip=61.48.132.122:8000&id=live1600
CCTV-111HD,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y
4K超高清电影,http://r.jdshipin.com/5DWJk
峨眉电影,http://r.jdshipin.com/XIjta
南国都市4K,https://justsometime.gztv.com/sec/shenghuos.m3u8
广州影视,https://justsometime.gztv.com/sec/yingshi.m3u8
北京影视,https://iptv.luas.edu.cn/liveres ... 74c431ca/index.m3u8
精彩影视,http://zteres.sn.chinamobile.com ... &livemode=1&stbId=3
1905电影网,http://nas.jdshipin.com:8801/1905.php?id=1905dy
青田新闻综合,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
亲亲20音乐,http://61.221.215.25:8800/hls/49/index.m3u8
CGTN Espanol 西语,http://livees.cgtn.com/1000e/prog_index.m3u8
三国演义,http://mmitv.top/pltv/huya.php?id=11352944
广东珠江,https://vip.ott-iptv.top/xue/itouch.php?pk=1183
广东新闻,https://vip.ott-iptv.top/xue/itouch.php?pk=1186
广东民生,https://vip.ott-iptv.top/xue/itouch.php?pk=1185
广东卫视,https://vip.ott-iptv.top/xue/itouch.php?pk=1182
大湾区卫视,https://vip.ott-iptv.top/xue/itouch.php?pk=1197
广东4K超高清,https://vip.ott-iptv.top/xue/itouch.php?pk=1198
广东体育,https://vip.ott-iptv.top/xue/itouch.php?pk=1184
广东影视,https://vip.ott-iptv.top/xue/itouch.php?pk=1199
嘉佳卡通,https://vip.ott-iptv.top/xue/itouch.php?pk=1187
广东国际,https://vip.ott-iptv.top/xue/itouch.php?pk=1191
广东经济科教,https://vip.ott-iptv.top/xue/itouch.php?pk=1196
广东少儿,https://vip.ott-iptv.top/xue/itouch.php?pk=1200
广东移动,https://vip.ott-iptv.top/xue/itouch.php?pk=2463
GRTN文化频道,https://vip.ott-iptv.top/xue/itouch.php?pk=2511
河源综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2402
河源公共,https://vip.ott-iptv.top/xue/itouch.php?pk=2496
肇庆生活,https://vip.ott-iptv.top/xue/itouch.php?pk=2525
肇庆综合,https://vip.ott-iptv.top/xue/itouch.php?pk=1232
阳江-1,https://vip.ott-iptv.top/xue/itouch.php?pk=2505
阳江-2,https://vip.ott-iptv.top/xue/itouch.php?pk=2506
梅州综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2401
化州综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2440
开平生活,https://vip.ott-iptv.top/xue/itouch.php?pk=2406
紫金台,https://vip.ott-iptv.top/xue/itouch.php?pk=2452
海丰县广播电视台,https://vip.ott-iptv.top/xue/itouch.php?pk=2413
英德新闻综合频道,https://vip.ott-iptv.top/xue/itouch.php?pk=2447
阳春综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2458
广宁综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2414
惠东综合频道,https://vip.ott-iptv.top/xue/itouch.php?pk=2404
乐昌电视台,https://vip.ott-iptv.top/xue/itouch.php?pk=2503
普宁台,https://vip.ott-iptv.top/xue/itouch.php?pk=2450
惠阳电视台,https://vip.ott-iptv.top/xue/itouch.php?pk=2470
开平综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2405
工布江达县广播电视台,https://vip.ott-iptv.top/xue/itouch.php?pk=2439
廉江台,https://vip.ott-iptv.top/xue/itouch.php?pk=2445
清新综合频道,https://vip.ott-iptv.top/xue/itouch.php?pk=2448
佛冈综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2460
鹤山综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2441
信宜综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2471
怀集综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2462
遂溪台,https://vip.ott-iptv.top/xue/itouch.php?pk=2488
阳西综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2476
台山台,https://vip.ott-iptv.top/xue/itouch.php?pk=2479
新会综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2490
潮安综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2523
连州综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2455
罗定综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2491
吴川综合,https://vip.ott-iptv.top/xue/itouch.php?pk=2499
连平台,https://vip.ott-iptv.top/xue/itouch.php?pk=2520
东源频道,https://vip.ott-iptv.top/xue/itouch.php?pk=2497
新疆-2,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-2
新疆-3,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-3
新疆-4,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-4
新疆-5,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-5
新疆-7,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-7
新疆-8,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-8
新疆-9,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-9
新疆-10,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-10
新疆-11,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-11
新疆-12,http://vip.ott-iptv.top/xue/xinjiang.php?id=XJTV-12
歌曲Music,#genre#
V2BEAT,http://de1se01.v2beat.live:80/chunks.m3u8
MTV LIVE my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381a8000b2beaa58c6e90661462b5
MTV 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465b57200035a76e6a4b4fa39e03456
MTV CLASSIC,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465b57e000664abe6a4e4a12a9c53c2
MTV UHD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465b595000b11b4e6a53fac6b7c2eaa
Frist Music HD,http://rtmp.one.by:1200
Ru Frist Music HD,http://rtmp.one.by:2200
MDIIFistmusic,http://hz1.teleport.cc/HLS/HD.m3u8
MDIICTPAHA,http://live.stranafm.cdnvideo.ru/stranafm/stranafm_hd.sdp/playlist.m3u8
MDIIStream,https://59d39900ebfb8.streamlock.net/adinkratvny/adinkratvny/playlist.m3u8
MDIImatypTB,https://public.streaming.matur-tv.ru/hls/h264_aac/stream.m3u8
MDIIecable,https://stream.ecable.tv/afrobeats/index.m3u8
MDIIXITE,https://ms2.mx-cd.net/tv/226-1855782/XITE_NL.smil/playlist.m3u8
MDIINEW,http://istream.binarywaves.com:8081/hls/arabica/playlist.m3u8
MDII4HD,http://51.210.199.23/hls/stream.m3u8
MDIIatomic,https://atomic.streamnet.ro/atomictv.m3u8
MDIIabanh,https://hls.avang.live/hls/stream.m3u8
MDIIazahares,https://streamyes.alsolnet.com/azaharesfm/live/playlist.m3u8
MDIIbalkan,https://channel.streams.ovh:1936/balkanradiosalzburgtv/balkanradiosalzburgtv/playlist.m3u8
MDIIBaraza,https://eco.streams.ovh/BarazaTV/BarazarazaTV/BarazaTV/playlist.m3u8
MDIIbeats,https://videostream.shockmedia.com.ar:19360/beatsradio/beatsradio.m3u8
MDIIstrea,https://cloud.streamingconnect.tv/hls/bta/bta.m3u8
MDIICompany,https://5929b138b139d.streamlock.net/CompanyTV/smil:CompanyTV.smil/master.m3u8
MDIIdannce,https://stmv1.cnarlatam.com/danncetv/danncetv/playlist.m3u8
MDIIGETBACK,https://sdn-global-live-streaming-packager-cache.3qsdn.com/65185/65185_264_live.m3u8
MDIIss3,https://ss3.domint.net:3120/dv6_str/digitalvision/playlist.m3u8
MDIIELSOL,https://rctvhd.net:8081/elsol105fm/index.m3u8
MDIIfarra,http://159.203.148.226/live/farra.m3u8
MDIIrds3,https://rds3.desdeparaguay.net/gotv/gotv/playlist.m3u8
MDIIgotv,http://593aed234297b.streamlock.net:1935/gotvsjoerd/gotvsjoerd/playlist.m3u8
MDIIhits360,http://cm.hostlagarto.com:8081/hits360tv/hits360HD.myStream/playlist.m3u8
MDIIimpact,http://tvradioimpact.go.ro:8080/tmp_hls/tvimpact/index.m3u8
MDIIimpact2,https://online.tvimpact.live/hls/impact_tv.m3u8
MDIIintv,http://tv1.intv.mk:1935/live/intv/index.m3u8
MDIIiqtv,https://rtmp.info/iqtv/envivo/playlist.m3u8
MDIIjazztv,https://stream.nasatv.com.mk/jazztv/hls/jazztv_live.m3u8
MDIIjoomusic,https://livecdn.live247stream.com/joomusic/tv/playlist.m3u8
MDIIkpoptv,https://srv1.zcast.com.br/kpoptv/kpoptv/playlist.m3u8
MDIIkralpoptv,https://dogus-live.daioncdn.net/kralpoptv/playlist.m3u8
MDIIkronehit,https://bitcdn-kronehit.bitmovin.com/v2/hls/playlist.m3u8
MDIIonlinetv,http://onlinetv.ktrk.kg:1935/live/myStream2/playlist.m3u8
MDIIservidordevideo,https://servidordevideo.com:3077/live/despechadalive.m3u8
MDIImetrotv,https://emisoras.hn:8081/metrotv/index.m3u8
MDIIkmusic,http://195.23.211.179:1935/kmusic/smil:kmusic.smil/playlist.m3u8
MDIIlovetv,https://stream.nasatv.com.mk/lovetv/hls/lovetv_live.m3u8
MDIIm2tv,https://live.m2.tv/hls3/stream.m3u8
MDIImagictv,https://itv.streams.ovh/magictv/magictv/playlist.m3u8
MDIImas23tv,https://mediacp.us:8081/mas23tv/index.m3u8
MDIImasfm,https://vivo.solumedia.com:19360/masfm/masfm.m3u8
MDIItelevideo,https://stmv1.cnarlatam.com/televideo/televideo/playlist.m3u8
MDIImaster,https://mastershowtv.videovox.pw/master6123/master6123/playlist.m3u8
MDIImegabox,https://stmv1.voxhdnet.com/megabox5/megabox5/playlist.m3u8
MDIImediacp,https://mediacp.us:8081/8002/index.m3u8
MDIIventdelnord,http://ventdelnord.tv:8080/mola/directe.m3u8
MDIIrmbox,https://strm.yandex.ru/kal/rmbox/rmbox0.m3u8
MDIIsmil,http://live-edge01.telecentro.net.ar/live/smil:musictop.smil/playlist.m3u8
MDIImuzzik1,https://muzzik-live.morescreens.com/mts-1/playlist.m3u8
MDIImuzzik2,https://muzzik-live.morescreens.com/mts-2/playlist.m3u8
MDIImuzzik3,https://muzzik-live.morescreens.com/mts-3/playlist.m3u8
MDIImuzzika4,https://muzzik-live.morescreens.com/mts-a4/playlist.m3u8
MDIImuzzika5,https://muzzik-live.morescreens.com/mts-a5/playlist.m3u8
MDIImuzzik6,https://muzzik-live.morescreens.com/mts-6/playlist.m3u8
MDIImuzzik7,https://muzzik-live.morescreens.com/mts-8/playlist.m3u8
MDIImuzzone,https://muzzone-stream.daitsuna.net/muzzondvr/muzzone/playlist_dvr.m3u8
MDIInavahang,https://hls.navahang.live/hls/stream.m3u8
MDIIenhdtv,https://live.enhdtv.com:19360/nexthd/nexthd.m3u8
MDIINGradio,http://live.streams.ovh:1935/NGradio/NGradio/playlist.m3u8
MDIIocko,https://ocko-live-dash.ssl.cdn.cra.cz/cra_live2/ocko.stream.1.smil/playlist.m3u8
MDIIstream,http://live.stream.cdn.pamirtv.com/ptv/d0dbe915091d400bd8ee7f27f0791303.sdp/index.m3u8
MDIImypiay,https://vcp.myplaytv.com/panavision/panavision/playlist.m3u8
MDIIpanik,https://livetv.streams.ovh:1936/paniktv/paniktv/playlist.m3u8
MDIIpersiana,http://51.210.199.24/hls/stream.m3u8
MDIIrap,https://persiana-rap.icdndhcp.com/hls/stream.m3u8
MDIIonair,http://web.onair-radio.eu:1935/Alpha-Host/Alpha-Host/playlist.m3u8
MDIIplaytv,http://connectiktv.ddns.net:5000/playtv/@playtv/playlist.m3u8
MDIIradio21,https://live.creacast.com/radio21/smil:radio21.smil/playlist.m3u8
MDIIservers,https://eu1.servers10.com:8081/8116/index.m3u8
MDIIPiterpan,https://58d921499d3d3.streamlock.net/RadioPiterpanTV/livestream/playlist.m3u8
MDIIU,https://1826200335.rsc.cdn77.org/1826200335/index.m3u8
MDIIretro,http://89.185.253.55/retrotv/retrotvHQ1/playlist.m3u8
MDIIreoplustv,https://59f1cbe63db89.streamlock.net:1443/retroplustv/_definst_/retroplustv/playlist.m3u8
MDIIS,https://live.obslivestream.com/sanjuanera/index.m3u8
MDIIskyfolk,https://eu.live.skyfolk.mk/live.m3u8
MDIIstz,https://cloudvideo.servers10.com:8081/stztelebista/index.m3u8
MDIIstreamgato,https://cloudflare.streamgato.us:3413/live/telecaribehdlive.m3u8
MDIIstreamlock,https://5fd5567570c0e.streamlock.net/theretrochannel/stream/playlist.m3u8
MDIITMA,http://hls.tmacaraibes.com/live/index.m3u8
MDIItraceurban,https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-traceurban-samsungnz/playlist.m3u8
MDIIcloud3,https://cloud3.streaminglivehd.com:1936/8068/8068/playlist.m3u8
MDIIZerouno,http://5db313b643fd8.streamlock.net:1935/ZerounoTV/ZerounoTV/playlist.m3u8
RTLBRO,https://streamcdnb6-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S75007890/MUGHuxc9dQ3b/playlist.m3u8
RTLDOC,https://streamcdnb12-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S51100361/0Fb4R3k82b5Z/playlist_video.m3u8
RTLNAPULE,https://streamcdnb5-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S27134503/0f9AhuwKlhnZ/playlist_video.m3u8
RTLNEWS,https://streamcdnb2-dd782ed59e2a4e86aabf6fc508674b59.msvdn.net/live/S38122967/2lyQRIAAGgRR/playlist_video.m3u8
Taormina,https://stream2.xdevel.com/video1s3-7/stream/playlist.m3u8
KissKissNopoli,https://58f12ffd2447a.streamlock.net/KKTVNapoli/livestream/playlist.m3u8
KissKissCanale,https://58f12ffd2447a.streamlock.net/KKMulti/livestream/playlist.m3u8
Canale51,http://wms.shared.streamshow.it/canale51/canale51/playlist.m3u8
Messatida,https://vod.streams.ovh:3037/stream/play.m3u8
Ellas,http://ellastv.gotdns.com:88/freetv/promo/index.m3u8
Deejay,https://4c4b867c89244861ac216426883d1ad0.msvdn.net/live/S85984808/sMO0tz9Sr2Rk/playlist.m3u8
NR1dance,https://b01c02nl.mediatriple.net/videoonlylive/mtkgeuihrlfwlive/u_stream_5c9e2aa8acf44_1/playlist.m3u8
Stingray,https://ott-linear-channels.stingray.com/v1/master/734895816ccb1e836f8c1e81f772244d9be0077c/128/master.m3u8
Sundance ES,p3p://fccsen.dyndns.tv:29706/64762505000e5111de4fe64b28f762cb
M+ Clasico,p3p://fccsen.dyndns.tv:29706/6476292200019fc6de5ff45f174123ae
Movistar Fest,p3p://fccsen.dyndns.tv:29706/64762aab0000ab89de65f346767c28ee
News新闻,#genre#
CNN my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380c6000d7e73a588fc4e012b3240
CNN Indonesia Indonesia,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380ea000891c1a58987ab53f905fa
CNBC my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64138101000e328aa589e2f46ee85f3d
